time,open,high,low,close,tick_volume,spread,real_volume
2026-07-16 06:40:00,162.073,162.098,162.073,162.098,168,3,0
2026-07-16 06:45:00,162.098,162.101,162.083,162.096,170,3,0
2026-07-16 06:50:00,162.095,162.102,162.092,162.099,187,3,0
2026-07-16 06:55:00,162.099,162.105,162.087,162.087,191,3,0
2026-07-16 07:00:00,162.087,162.105,162.082,162.097,212,3,0
2026-07-16 07:05:00,162.096,162.11,162.08,162.109,203,3,0
2026-07-16 07:10:00,162.109,162.123,162.098,162.121,240,3,0
2026-07-16 07:15:00,162.121,162.129,162.109,162.121,223,3,0
2026-07-16 07:20:00,162.122,162.125,162.107,162.118,129,3,0
2026-07-16 07:25:00,162.118,162.137,162.118,162.134,126,3,0
2026-07-16 07:30:00,162.134,162.138,162.121,162.135,147,3,0
2026-07-16 07:35:00,162.135,162.137,162.121,162.121,143,3,0
2026-07-16 07:40:00,162.121,162.123,162.109,162.122,243,3,0
2026-07-16 07:45:00,162.121,162.122,162.109,162.113,197,3,0
2026-07-16 07:50:00,162.112,162.115,162.09,162.091,241,3,0
2026-07-16 07:55:00,162.092,162.1,162.084,162.096,313,3,0
2026-07-16 08:00:00,162.096,162.106,162.089,162.101,224,3,0
2026-07-16 08:05:00,162.101,162.106,162.09,162.091,215,3,0
2026-07-16 08:10:00,162.09,162.103,162.086,162.095,204,3,0
2026-07-16 08:15:00,162.095,162.106,162.083,162.106,217,3,0
2026-07-16 08:20:00,162.106,162.117,162.103,162.117,149,3,0
2026-07-16 08:25:00,162.117,162.118,162.105,162.115,66,3,0
2026-07-16 08:30:00,162.115,162.127,162.111,162.118,203,3,0
2026-07-16 08:35:00,162.119,162.14,162.118,162.13,293,3,0
2026-07-16 08:40:00,162.13,162.135,162.11,162.111,298,3,0
2026-07-16 08:45:00,162.111,162.121,162.103,162.12,287,3,0
2026-07-16 08:50:00,162.12,162.132,162.119,162.13,417,3,0
2026-07-16 08:55:00,162.13,162.18,162.13,162.155,410,3,0
2026-07-16 09:00:00,162.155,162.171,162.129,162.157,454,3,0
2026-07-16 09:05:00,162.157,162.161,162.123,162.136,442,3,0
2026-07-16 09:10:00,162.136,162.156,162.123,162.137,413,3,0
2026-07-16 09:15:00,162.137,162.169,162.137,162.162,298,3,0
2026-07-16 09:20:00,162.162,162.169,162.136,162.148,330,3,0
2026-07-16 09:25:00,162.148,162.155,162.137,162.142,382,3,0
2026-07-16 09:30:00,162.142,162.176,162.141,162.171,420,3,0
2026-07-16 09:35:00,162.171,162.172,162.155,162.155,284,3,0
2026-07-16 09:40:00,162.155,162.161,162.151,162.155,273,3,0
2026-07-16 09:45:00,162.155,162.158,162.127,162.13,294,3,0
2026-07-16 09:50:00,162.13,162.156,162.13,162.135,260,3,0
2026-07-16 09:55:00,162.135,162.137,162.11,162.119,355,3,0
2026-07-16 10:00:00,162.119,162.127,162.076,162.077,449,3,0
2026-07-16 10:05:00,162.077,162.088,161.988,162.04,615,3,0
2026-07-16 10:10:00,162.041,162.07,162.034,162.044,445,3,0
2026-07-16 10:15:00,162.044,162.066,162.032,162.032,397,3,0
2026-07-16 10:20:00,162.031,162.031,161.982,162.009,650,3,0
2026-07-16 10:25:00,162.009,162.092,162.009,162.092,366,3,0
2026-07-16 10:30:00,162.092,162.093,162.053,162.059,319,3,0
2026-07-16 10:35:00,162.058,162.088,162.055,162.088,323,3,0
2026-07-16 10:40:00,162.087,162.097,162.065,162.072,290,3,0
2026-07-16 10:45:00,162.073,162.078,162.011,162.017,582,3,0
2026-07-16 10:50:00,162.017,162.063,162.016,162.05,490,3,0
2026-07-16 10:55:00,162.05,162.094,162.049,162.084,410,3,0
2026-07-16 11:00:00,162.084,162.096,162.063,162.095,416,3,0
2026-07-16 11:05:00,162.094,162.133,162.09,162.13,465,3,0
2026-07-16 11:10:00,162.13,162.154,162.125,162.14,484,3,0
2026-07-16 11:15:00,162.14,162.147,162.074,162.113,534,3,0
2026-07-16 11:20:00,162.113,162.128,162.104,162.107,334,3,0
2026-07-16 11:25:00,162.107,162.128,162.104,162.111,308,3,0
2026-07-16 11:30:00,162.109,162.115,162.096,162.109,316,3,0
2026-07-16 11:35:00,162.109,162.125,162.095,162.124,323,3,0
2026-07-16 11:40:00,162.124,162.145,162.115,162.145,267,3,0
2026-07-16 11:45:00,162.144,162.155,162.126,162.139,348,3,0
2026-07-16 11:50:00,162.139,162.165,162.134,162.161,356,3,0
2026-07-16 11:55:00,162.161,162.176,162.135,162.143,446,3,0
2026-07-16 12:00:00,162.143,162.17,162.142,162.167,323,3,0
2026-07-16 12:05:00,162.165,162.165,162.142,162.149,426,3,0
2026-07-16 12:10:00,162.151,162.155,162.119,162.123,293,3,0
2026-07-16 12:15:00,162.123,162.128,162.109,162.119,302,3,0
2026-07-16 12:20:00,162.119,162.138,162.112,162.126,329,3,0
2026-07-16 12:25:00,162.126,162.146,162.124,162.144,241,3,0
2026-07-16 12:30:00,162.143,162.185,162.142,162.177,331,3,0
2026-07-16 12:35:00,162.178,162.196,162.168,162.177,448,3,0
2026-07-16 12:40:00,162.177,162.194,162.168,162.178,388,3,0
2026-07-16 12:45:00,162.178,162.179,162.148,162.16,279,3,0
2026-07-16 12:50:00,162.16,162.172,162.151,162.151,217,3,0
2026-07-16 12:55:00,162.151,162.177,162.146,162.171,296,3,0
2026-07-16 13:00:00,162.172,162.184,162.169,162.176,322,3,0
2026-07-16 13:05:00,162.176,162.192,162.175,162.188,185,3,0
2026-07-16 13:10:00,162.188,162.194,162.176,162.19,171,3,0
2026-07-16 13:15:00,162.19,162.191,162.174,162.18,139,3,0
2026-07-16 13:20:00,162.179,162.183,162.171,162.18,105,3,0
2026-07-16 13:25:00,162.178,162.183,162.163,162.171,270,3,0
2026-07-16 13:30:00,162.172,162.184,162.168,162.176,252,3,0
2026-07-16 13:35:00,162.176,162.184,162.166,162.183,260,3,0
2026-07-16 13:40:00,162.183,162.183,162.168,162.171,139,3,0
2026-07-16 13:45:00,162.171,162.179,162.167,162.167,175,3,0
2026-07-16 13:50:00,162.167,162.182,162.165,162.17,222,3,0
2026-07-16 13:55:00,162.17,162.17,162.129,162.153,276,3,0
2026-07-16 14:00:00,162.153,162.16,162.126,162.13,244,3,0
2026-07-16 14:05:00,162.13,162.131,162.113,162.13,143,3,0
2026-07-16 14:10:00,162.13,162.147,162.129,162.144,237,3,0
2026-07-16 14:15:00,162.143,162.161,162.137,162.14,243,3,0
2026-07-16 14:20:00,162.141,162.164,162.141,162.158,254,3,0
2026-07-16 14:25:00,162.157,162.185,162.152,162.184,254,3,0
2026-07-16 14:30:00,162.184,162.194,162.17,162.171,252,3,0
2026-07-16 14:35:00,162.17,162.184,162.167,162.167,176,3,0
2026-07-16 14:40:00,162.166,162.183,162.151,162.166,218,3,0
2026-07-16 14:45:00,162.166,162.226,162.145,162.203,313,3,0
2026-07-16 14:50:00,162.203,162.23,162.181,162.191,818,3,0
2026-07-16 14:55:00,162.19,162.19,162.156,162.156,495,3,0
2026-07-16 15:00:00,162.156,162.181,162.153,162.167,590,3,0
2026-07-16 15:05:00,162.168,162.195,162.166,162.183,371,3,0
2026-07-16 15:10:00,162.183,162.198,162.175,162.195,376,3,0
2026-07-16 15:15:00,162.195,162.205,162.182,162.182,403,3,0
2026-07-16 15:20:00,162.182,162.212,162.182,162.2,493,3,0
2026-07-16 15:25:00,162.2,162.206,162.163,162.163,361,3,0
2026-07-16 15:30:00,162.164,162.229,162.155,162.222,552,3,0
2026-07-16 15:35:00,162.222,162.251,162.214,162.244,624,3,0
2026-07-16 15:40:00,162.244,162.283,162.243,162.268,570,3,0
2026-07-16 15:45:00,162.269,162.293,162.259,162.274,525,3,0
2026-07-16 15:50:00,162.274,162.28,162.265,162.269,322,3,0
